,chembl_id,value,smiles
121,CHEMBL1094348,25000.0,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3cccc(F)c3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O
122,CHEMBL1094349,7600.0,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccc4c(c3)OCO4)cc(-c3ccccc3F)c2)c1CCC(=O)O
123,CHEMBL1095040,10000.0,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12
124,CHEMBL1096182,18000.0,Cc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1
125,CHEMBL1098560,13200.0,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccsc3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O
126,CHEMBL1098726,35000.0,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1
127,CHEMBL1099323,31250.0,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)c2)c1CCC(=O)O
128,CHEMBL1099326,620.0,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccncc3)cc(-c3ccncc3)c2)c1CCC(=O)O
129,CHEMBL1099330,12500.0,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)n2)c1CCC(=O)O
130,CHEMBL1109,270.0,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
131,CHEMBL1110,10000.0,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
132,CHEMBL112532,96.0,CCCCOc1ccc(-n2ccnc2)cc1
133,CHEMBL112592,130.0,c1ccc(COc2ccc(-n3ccnc3)cc2)nc1
134,CHEMBL113018,1810.0,c1cn(-c2ccc(OCCN3CCOCC3)cc2)cn1
135,CHEMBL113227,101.0,c1cc(CCCOc2ccc(-n3ccnc3)cc2)ccn1
